Milk production reduced,Milk abnormal,Udder swollen/hard,Udder warm,Kicking/avoiding milking,Limping/walking unevenly,Lying down more than usual,Standing on one leg often,Visible injuries/swelling (legs/hooves),Reluctance to move,Aggression/anxiety,Nervous/jumpy,Stumbling/trembling/balance issues,Trouble rising/standing,Excessive licking/teeth grinding,Eating normally,Water intake normal,Isolation from herd,Body temperature (°C),Health Condition
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,39.49230838394011,1
0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,38.403197270555005,1
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,38.47097962210796,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,39.37075050635237,1
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40.32333338722887,0
1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,39.919193013076104,2
0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,39.628687569989665,2
0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,37.07795890093739,2
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,39.0862767807348,1
0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,40.08219143305694,2
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,38.88186952745059,1
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,38.04951919736444,2
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,38.81621315839378,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,38.96188357084812,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,37.213712810524484,0
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,38.1873510920019,2
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,38.464784013508684,1
1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,40.27639476522623,2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,39.81082063162377,0
1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,39.60599362374951,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,39.714065496329134,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,38.95925324383636,1
0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,39.27437011386136,1
1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,38.30800100888744,2
0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,38.791388814573295,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,39.42280816438681,1
0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,38.94289553339003,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,38.907982129443596,1
0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,39.29979645559228,2
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,38.73444928412916,1
1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,38.70716608938761,1
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,39.53415639948859,1
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,39.32503300483049,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,39.56130189381429,1
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,38.9823215265573,1
0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,40.393718240405974,2
0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,39.00599562828403,1
1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,39.69525599622958,2
0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,39.08401765695936,2
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,39.82746600980446,1
1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,38.50883327532392,2
0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,37.74484568115081,2
0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,38.90577026544101,2
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,38.91184798156515,1
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,37.77424181215124,1
0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,38.81520662829118,1
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,39.5628303948586,1
0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,39.5446019453141,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,40.0038511611749,0
0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,40.53102923955658,2
1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,39.239926327026595,2
0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,39.86837733433891,1
0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,38.39136731710794,2
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,38.6621675263057,1
1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,37.18004543395129,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,40.762998232222614,2
1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,40.231402047477545,2
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,39.33603413658498,1
1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,39.08471413959256,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,38.58048178092981,1
1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,38.476827475097956,2
0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,37.84575879444526,1
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,39.4650350614169,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,37.77347496548804,0
1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,39.70635072618152,2
1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,38.55360932095608,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,37.1943139746711,1
0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,39.30070809799532,1
0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,39.15784261222478,1
0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,37.770430771462074,1
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,39.033156907406955,1
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,38.90731196805188,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,40.38581025557549,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,38.441443569467104,1
0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,38.767165424732454,2
0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,39.285560849497806,2
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,38.373629651450685,1
0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,38.58823045400966,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,39.01705346126707,1
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,38.13500927124544,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,38.49877656463738,0
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,39.01421677336768,1
1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,38.88442722686863,2
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,39.83445676497234,0
0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,38.21861443983221,2
1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,39.858866774653464,2
0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,38.57316643969973,2
1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,38.55662225183859,1
0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,39.59520764122445,2
1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,38.603132044402344,2
0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,37.49325576092081,2
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,38.739777729560466,0
1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,38.8753564518777,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,39.34475751246929,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,39.18423502604616,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,38.63751411663153,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40.28077145572055,0
0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,39.64349505085594,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,39.32827248023489,1
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,39.28584030209627,2
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,39.80913061052698,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,39.88255848835208,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,39.89381351436248,1
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,38.850775897232815,1
1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,38.57919502488606,2
1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,38.135494398936,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,38.96306146059012,1
0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,39.51405082004398,1
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,39.11723665003931,0
1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,40.00549595251157,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,38.40298578046919,0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,38.000268835648754,1
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,39.95036896687407,1
1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,37.37321537561888,2
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.929229873988646,0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,39.221626407586186,0
0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,39.28074339445307,2
0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,38.67388934948726,2
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,39.24250037901043,0
0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,38.45685593653104,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,37.572906491403685,0
0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,38.69444703213222,2
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,39.55723158877296,1
0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,38.98197627552556,2
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,39.65796284003751,1
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,39.37460468017098,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,37.604498711181535,0
1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,38.52190753415026,2
1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,38.652692461300546,2
1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,39.09548810048619,2
0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,39.740190494039474,2
1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,38.20457679895697,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,38.41677686909488,2
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,38.84946824964548,1
1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,39.241910065394286,1
0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,39.21966563232655,1
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,39.227880962863374,2
0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,39.28268798393771,1
0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,38.46027790085316,2
0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,37.92291754662803,2
0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,38.61580181990004,1
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,39.839984082453995,1
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,38.09772593975575,1
0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,38.866721606870264,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,39.35005951012514,1
1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,39.63449996888923,1
1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,38.35596132092532,1
0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,39.60564690428561,1
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,39.356737028173164,0
0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,38.102779212550956,1
1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,37.83606408864373,2
1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,38.608105703500854,2
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,39.53814836195523,1
0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,38.800335754026705,2
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,38.63487444228286,2
0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,39.99626295473069,2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,37.70838010663101,0
0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,40.03497941110141,1
0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,38.33564557838695,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38.679950264913714,1
0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,39.49873136827244,2
1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,39.39464790755821,2
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,38.81604440823502,1
1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,39.244337548864706,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,39.78666777593463,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,38.60620898213277,0
0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,38.38983073956953,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,37.34871009000176,0
0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,38.52036503410115,1
0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,39.454378342430616,2
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,39.477345503699254,1
1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,38.935660528382314,2
0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,39.44528143985966,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,39.39649559256693,1
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,39.011996477530886,2
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,39.03502283179352,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,40.16291167704177,1
1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,38.41250220001241,2
1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,39.063194972267716,2
1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,38.167174257870556,2
0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,39.01593225881767,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,39.97279094344202,0
0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,38.20611924793416,1
1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,39.32800696548441,2
1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,40.56182976277725,1
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,39.72518234824282,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39.007262820842584,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,39.67177050049139,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,39.7044262381156,1
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,38.9550638266001,1
0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,37.526278361475555,1
0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,39.476792616286716,2
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,40.67017005095954,1
1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,38.44517129238792,1
0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,40.29576679075993,2
1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,38.92801717046008,2
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,39.010116919158826,1
0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,38.245336383512594,1
0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,38.87255963357666,2
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,38.44035422934487,1
0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,38.4562294703663,1
1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,39.03148551893438,1
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,39.47041084222154,1
1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,38.97510689726962,2
1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,38.44583857034863,2
0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,38.38884701837429,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37.086950433621816,0
0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,38.94573690408946,2
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,39.02967466488705,1
0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,39.377296645533605,2
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,39.54668986963994,1
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38.683641894661896,1
0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,39.72781895447464,1
0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,38.4197841188072,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,39.29704582018057,1
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,37.77102373456201,1
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,39.76365006845172,1
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,38.18422459015877,2
0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,38.97016504934756,1
0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,39.014050294065825,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,40.29142864114942,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37.89543302481449,0
0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,38.35830273143412,1
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,39.26934819284143,2
1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,39.54067305834862,2
0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,40.18780921781952,2
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,39.22289414657264,1
1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,39.746488863496715,2
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,39.28166147709112,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,38.570850172387146,1
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,39.44147140072166,2
0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,38.69984623039987,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,39.80104763627807,1
1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,38.63105100172733,2
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,38.70565022625921,1
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,38.31132746832049,2
0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,39.1118422409252,1
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,39.79520767508806,1
1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,37.453553792744785,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,38.04865712916638,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,39.21268475519695,0
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,37.80067277394065,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,39.18707139696497,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,39.31327115724629,1
0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,38.95881263630223,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,38.324519901525896,1
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,39.72905750979251,1
1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,39.435238646676645,1
0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,37.226971521801055,2
0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,39.62768982463053,2
1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,39.60841807664213,2
1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,38.36854561293195,2
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,40.95507193416223,2
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,38.42525943724105,1
0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,39.04494782587057,1
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,38.09943498408539,1
1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,40.51562248582396,1
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,39.174838588221334,1
0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,37.92741741834448,1
0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,39.81874794952939,1
1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,39.21450586384658,2
0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,38.7166571648271,1
1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,40.64431814002901,2
0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,38.264679111216395,1
1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,39.89168732104212,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,39.33497064858622,0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,38.910952804434324,1
0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,39.59500692427933,1
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38.147618029604025,1
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,38.795081983033796,1
0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,39.1040104169461,2
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,38.174320555093104,1
0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,38.454033437547565,1
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,37.88174945619423,1
1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,38.63976663333281,2
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,40.55769698231378,1
1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,39.78733475940512,2
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,39.28759149329567,1
0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,39.38340151977635,2
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,38.32388464418604,0
0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,39.042427415419525,2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,39.97571905233486,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,39.7891692014343,1
0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,39.686454221041735,2
1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,39.23171205031696,2
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,38.88361903683939,1
1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,38.06501916314497,2
0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,38.859802546660376,2
1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,38.68557445563721,2
1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,40.205944540361365,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,39.108600907089254,0
0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,38.28271656467014,2
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,38.790202005279106,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,39.39831992595296,0
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,38.69638611926108,1
0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,37.31484859826001,2
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,38.96486240092503,1
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,39.812906087028324,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,37.9656484384605,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38.94401295601827,0
